Employee ID,Gender,Job Level after FY20 promotions,New hire FY20?,FY20 Performance Rating,Promotion in FY21?,In base group for Promotion FY21,Target hire balance,FY20 leaver?,In base group for turnover FY20,Department @01.07.2020,Leaver FY,Job Level after FY21 promotions,Last Department in FY20,FTE group,Time type,Department & JL group PRA status,Department & JL group for PRA,Job Level group PRA status,Job Level group for PRA,Time in Job Level @01.07.2020,Job Level before FY20 promotions,Promotion in FY20?,FY19 Performance Rating,Age group,Age @01.07.2020,Nationality 1,Region group: nationality 1,Broad region group: nationality 1,Last hire date,Years since last hire,Rand,RAND,GENDER,GRADE,FUNCTION,OC_RATE,PERFORM,Y_GRADE,AGE,Y_SERVIC,Nationality,Rank 2,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,1,2,3,4,5,6,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1054575566448013,Male,5 - Director,Strategy,1.0,2.0,1.0,30.0,1.0,Switzerland,157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0208041665564086,Female,1 - Junior Officer,Operations,1.0,2.0,3.0,32.0,6.0,France,301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
339.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6855350170877451,Female,3 - Manager,Sales & Marketing,1.0,1.0,1.0,38.0,4.0,Switzerland,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8845161725326539,Male,2 -  Senior Officer,Internal Services,1.0,3.0,3.0,40.0,6.0,France,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1013284622453308,Male,1 - Junior Officer,Sales & Marketing,1.0,2.0,1.0,45.0,0.0,Switzerland,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8793579434328449,Female,3 - Manager,Finance,0.9,2.0,3.0,29.0,3.0,Switzerland,321.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
343.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.645598845710409,Female,6 - Executive,HR,1.0,2.0,2.0,31.0,3.0,Switzerland,171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5874111914111928,Male,3 - Manager,Operations,1.0,3.0,1.0,23.0,1.0,Germany,154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8560302051372424,Female,1 - Junior Officer,Sales & Marketing,1.0,3.0,0.0,33.0,7.0,Switzerland,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
346.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4413178953655093,Male,3 - Manager,Internal Services,1.0,3.0,3.0,47.0,7.0,Malaysia,361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
347.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2788942366478213,Male,4 - Senior Manager,Operations,1.0,2.0,0.0,48.0,6.0,Switzerland,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5970349592042241,Male,2 -  Senior Officer,Operations,1.0,2.0,0.0,43.0,4.0,United Kingdom,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4157220840955596,Male,1 - Junior Officer,Operations,1.0,2.0,0.0,46.0,7.0,Germany,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0379471443932589,Male,1 - Junior Officer,Operations,1.0,2.0,3.0,59.0,9.0,Germany,409.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2278361547004754,Male,3 - Manager,Sales & Marketing,1.0,3.0,0.0,48.0,3.0,Germany,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4411077449025208,Male,2 -  Senior Officer,Internal Services,1.0,3.0,3.0,44.0,9.0,Switzerland,388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
353.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5506793005657598,Male,2 -  Senior Officer,Sales & Marketing,1.0,3.0,1.0,33.0,4.0,Germany,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6807870540733835,Male,1 - Junior Officer,Operations,1.0,2.0,1.0,49.0,0.0,Greece,148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8573213854382196,Male,1 - Junior Officer,Operations,1.0,2.0,3.0,51.0,0.0,Italy,345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6735662820616609,Male,3 - Manager,Sales & Marketing,1.0,3.0,2.0,42.0,3.0,Switzerland,177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0752625692308366,Male,1 - Junior Officer,Operations,1.0,3.0,3.0,48.0,1.0,Switzerland,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
358.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8857115989694265,Female,2 -  Senior Officer,Operations,0.8,3.0,4.0,23.0,9.0,France,453.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
359.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2342710229809022,Male,2 -  Senior Officer,Sales & Marketing,1.0,3.0,3.0,43.0,9.0,United States,256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.621599305779243,Male,2 -  Senior Officer,Internal Services,1.0,2.0,9.0,27.0,0.0,Italy,496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5561313847864304,Male,4 - Senior Manager,Internal Services,1.0,2.0,4.0,37.0,9.0,Switzerland,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
362.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7141427029388995,Male,1 - Junior Officer,Operations,1.0,2.0,2.0,56.0,9.0,United States,239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
363.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4053703059848814,Male,6 - Executive,Strategy,1.0,3.0,6.0,46.0,7.0,France,489.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
364.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.987111497318618,Male,2 -  Senior Officer,Operations,1.0,2.0,1.0,38.0,2.0,France,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4054763027749848,Male,3 - Manager,Sales & Marketing,1.0,2.0,2.0,30.0,9.0,Switzerland,229.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
366.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0081789626979126,Male,1 - Junior Officer,Finance,1.0,2.0,3.0,55.0,3.0,Switzerland,415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1535888184966576,Male,2 -  Senior Officer,Sales & Marketing,1.0,2.0,3.0,34.0,0.0,Switzerland,370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1318178172290549,Male,2 -  Senior Officer,Sales & Marketing,1.0,2.0,0.0,55.0,0.0,Switzerland,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
369.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2328509156010862,Female,2 -  Senior Officer,Sales & Marketing,1.0,3.0,3.0,47.0,9.0,Russia,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4618855431278871,Male,1 - Junior Officer,Operations,1.0,2.0,4.0,58.0,4.0,Switzerland,446.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
371.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0250744139902857,Male,1 - Junior Officer,Operations,1.0,3.0,5.0,51.0,1.0,Switzerland,484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
372.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9792668979477196,Male,4 - Senior Manager,Sales & Marketing,1.0,2.0,4.0,35.0,5.0,France,438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
373.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7708306419384888,Male,3 - Manager,Operations,1.0,3.0,1.0,52.0,8.0,Switzerland,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
374.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5935102673378453,Female,3 - Manager,Internal Services,1.0,3.0,2.0,29.0,6.0,France,196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8242424344687621,Male,2 -  Senior Officer,Operations,1.0,1.0,3.0,35.0,9.0,Germany,328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3185268758023498,Male,4 - Senior Manager,Sales & Marketing,1.0,2.0,2.0,31.0,3.0,Switzerland,241.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
377.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0551079806898308,Female,1 - Junior Officer,Strategy,1.0,3.0,1.0,44.0,5.0,Switzerland,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5863202170609825,Male,1 - Junior Officer,Operations,1.0,3.0,3.0,45.0,0.0,France,359.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
379.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2524294245346027,Male,2 -  Senior Officer,Sales & Marketing,1.0,1.0,1.0,45.0,7.0,Italy,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9622223901731763,Male,1 - Junior Officer,Sales & Marketing,1.0,2.0,9.0,43.0,1.0,Switzerland,498.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8755624221505572,Male,1 - Junior Officer,Finance,1.0,2.0,0.0,43.0,7.0,Switzerland,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
382.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2810939532323916,Male,1 - Junior Officer,Internal Services,1.0,2.0,1.0,54.0,5.0,Switzerland,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
383.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.399439950414053,Male,4 - Senior Manager,Sales & Marketing,1.0,2.0,3.0,34.0,9.0,Switzerland,386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3326840333849085,Male,1 - Junior Officer,Operations,1.0,2.0,0.0,41.0,0.0,Italy,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2178764592139581,Male,5 - Director,Sales & Marketing,1.0,2.0,1.0,44.0,4.0,France,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8577872549936415,Female,1 - Junior Officer,HR,1.0,2.0,3.0,31.0,1.0,France,312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
387.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5034774570719668,Female,3 - Manager,Operations,1.0,2.0,2.0,44.0,5.0,Switzerland,237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6582005532557101,Male,1 - Junior Officer,Sales & Marketing,1.0,2.0,1.0,55.0,5.0,Switzerland,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
389.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7505177662671416,Male,1 - Junior Officer,Operations,1.0,3.0,3.0,59.0,4.0,Switzerland,420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7780293084128399,Male,1 - Junior Officer,Internal Services,1.0,2.0,2.0,23.0,6.0,Switzerland,172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
391.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0361275528294744,Male,3 - Manager,Internal Services,1.0,2.0,2.0,33.0,8.0,Switzerland,184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1147243967380454,Male,4 - Senior Manager,Operations,1.0,2.0,3.0,28.0,6.0,France,352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
393.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7069618365011537,Male,2 -  Senior Officer,Operations,1.0,2.0,3.0,48.0,9.0,Switzerland,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
394.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6716752815853656,Male,3 - Manager,Operations,1.0,2.0,3.0,54.0,7.0,Switzerland,282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9073658807109078,Male,1 - Junior Officer,Operations,1.0,2.0,3.0,49.0,6.0,France,287.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
396.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5472855852856441,Male,1 - Junior Officer,Sales & Marketing,1.0,2.0,3.0,54.0,9.0,France,374.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
397.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8582701300061875,Female,3 - Manager,Sales & Marketing,1.0,2.0,3.0,49.0,0.0,Switzerland,306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9707558921813912,Male,3 - Manager,Operations,1.0,3.0,3.0,51.0,9.0,France,262.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
399.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7707465282779156,Male,1 - Junior Officer,Sales & Marketing,1.0,2.0,1.0,56.0,7.0,Germany,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5767535176020958,Male,1 - Junior Officer,Operations,1.0,1.0,5.0,45.0,0.0,Germany,474.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2177355437796255,Female,1 - Junior Officer,Operations,1.0,3.0,1.0,51.0,4.0,Germany,149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9848883042896234,Female,2 -  Senior Officer,Operations,0.8,2.0,3.0,30.0,0.0,Switzerland,251.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
403.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1332391542682768,Male,1 - Junior Officer,Sales & Marketing,1.0,3.0,5.0,25.0,7.0,France,469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
404.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7428535295836645,Male,6 - Executive,Strategy,1.0,2.0,3.0,33.0,4.0,France,296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.895689096423851,Male,6 - Executive,Strategy,1.0,3.0,1.0,39.0,8.0,Switzerland,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015214489458304,Male,4 - Senior Manager,Operations,1.0,3.0,2.0,40.0,3.0,France,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
407.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0238566248374408,Male,5 - Director,Internal Services,1.0,2.0,1.0,46.0,5.0,Germany,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7704349417672701,Male,2 -  Senior Officer,Sales & Marketing,1.0,2.0,3.0,47.0,1.0,Switzerland,316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
409.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02003268232884,Female,1 - Junior Officer,Sales & Marketing,1.0,2.0,4.0,52.0,8.0,Switzerland,429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1147019502888028,Male,2 -  Senior Officer,Sales & Marketing,1.0,3.0,2.0,50.0,0.0,Switzerland,164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
411.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3300995191148594,Female,3 - Manager,Operations,1.0,2.0,9.0,28.0,0.0,Netherlands,499.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8233676935971244,Female,2 -  Senior Officer,Operations,1.0,2.0,0.0,30.0,7.0,France,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
413.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4813156488107464,Male,5 - Director,Internal Services,1.0,2.0,5.0,47.0,7.0,Germany,483.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
414.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3657300127465398,Female,2 -  Senior Officer,Operations,0.8,2.0,1.0,46.0,5.0,Germany,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0855946845882078,Male,1 - Junior Officer,Sales & Marketing,1.0,2.0,3.0,52.0,9.0,Italy,313.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7805690416446558,Male,4 - Senior Manager,Strategy,1.0,2.0,5.0,35.0,8.0,Switzerland,467.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8316809733517975,Male,4 - Senior Manager,Operations,1.0,2.0,0.0,32.0,1.0,Switzerland,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5627766326852609,Female,2 -  Senior Officer,Sales & Marketing,0.7,3.0,1.0,33.0,2.0,Switzerland,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1752873615107972,Male,1 - Junior Officer,Sales & Marketing,1.0,2.0,0.0,57.0,7.0,Switzerland,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6837202364162825,Female,2 -  Senior Officer,Operations,0.5,2.0,2.0,37.0,6.0,Germany,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
421.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1472101075673968,Male,6 - Executive,Strategy,1.0,3.0,5.0,46.0,5.0,France,476.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
422.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2800545002779627,Male,1 - Junior Officer,Operations,1.0,2.0,0.0,42.0,1.0,Switzerland,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
423.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1232638408256735,Male,1 - Junior Officer,Operations,1.0,2.0,1.0,39.0,6.0,Germany,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
424.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.073207992136012,Female,1 - Junior Officer,Operations,1.0,2.0,2.0,56.0,0.0,Switzerland,227.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1713405236915757,Male,6 - Executive,Strategy,1.0,2.0,3.0,44.0,9.0,Germany,333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6872519148538935,Male,1 - Junior Officer,Sales & Marketing,1.0,3.0,0.0,38.0,3.0,Italy,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
427.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.235159236961215,Male,6 - Executive,Strategy,1.0,2.0,2.0,36.0,0.0,Germany,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
428.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3681906090138039,Male,2 -  Senior Officer,Finance,1.0,3.0,3.0,37.0,8.0,Switzerland,392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9879158016702678,Male,4 - Senior Manager,Operations,1.0,2.0,3.0,39.0,7.0,United Kingdom,286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6997114167705748,Male,2 -  Senior Officer,Sales & Marketing,1.0,3.0,0.0,36.0,4.0,Switzerland,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
431.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8745711367207012,Male,3 - Manager,Operations,1.0,2.0,2.0,32.0,2.0,Switzerland,188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4469410996794386,Male,1 - Junior Officer,Operations,1.0,2.0,4.0,57.0,7.0,France,422.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
433.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9012489876018738,Male,5 - Director,Operations,1.0,1.0,4.0,35.0,1.0,Switzerland,436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6925293922902475,Male,3 - Manager,Internal Services,1.0,2.0,1.0,47.0,0.0,Germany,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1784806504830924,Female,4 - Senior Manager,HR,1.0,4.0,3.0,29.0,9.0,Switzerland,259.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5696725073805042,Male,1 - Junior Officer,Operations,1.0,2.0,2.0,56.0,2.0,France,203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3711440689817293,Male,3 - Manager,Internal Services,1.0,2.0,2.0,40.0,5.0,France,217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.881735003550346,Male,5 - Director,Operations,1.0,3.0,3.0,37.0,9.0,France,357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
439.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0894345969265153,Female,1 - Junior Officer,Internal Services,1.0,2.0,4.0,58.0,9.0,Switzerland,426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9473628762954296,Male,4 - Senior Manager,Internal Services,1.0,2.0,3.0,29.0,4.0,Italy,284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
441.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6952770117455248,Female,1 - Junior Officer,Sales & Marketing,1.0,3.0,4.0,39.0,0.0,France,427.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9209727307481448,Female,3 - Manager,Operations,1.0,2.0,3.0,60.0,9.0,Germany,348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4604505202352505,Male,1 - Junior Officer,Operations,1.0,3.0,0.0,36.0,7.0,France,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4320571427256134,Male,2 -  Senior Officer,Sales & Marketing,1.0,2.0,3.0,30.0,5.0,Switzerland,257.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4330774353956012,Male,3 - Manager,Internal Services,1.0,2.0,1.0,52.0,8.0,Switzerland,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6738766801137688,Male,5 - Director,Sales & Marketing,1.0,2.0,3.0,36.0,7.0,Switzerland,394.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8381068552520495,Female,1 - Junior Officer,Sales & Marketing,1.0,2.0,4.0,45.0,9.0,Switzerland,449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4573185348721245,Male,4 - Senior Manager,Operations,1.0,2.0,2.0,39.0,5.0,Switzerland,167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.541184561849924,Male,1 - Junior Officer,Operations,1.0,2.0,1.0,53.0,4.0,Switzerland,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1375044226780701,Male,2 -  Senior Officer,Operations,1.0,2.0,3.0,32.0,7.0,Switzerland,398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
